year, uni, subject, num
2007,"Anglia Ruskin University","Education",160
2007,"Anglia Ruskin University","Combined arts",100
2007,"Anglia Ruskin University","Combined sciences",25
2007,"Anglia Ruskin University","Combined social sciences",20
2007,"Anglia Ruskin University","Sciences combined with Social Sciences or Arts",135
2007,"Anglia Ruskin University","Social Sciences combined with Arts",20
2007,"Askham Bryan College","Veterinary Sciences, Agriculture and related",30
2007,"Askham Bryan College","Business and Admin studies",5
2007,"Askham Bryan College","Sciences combined with Social Sciences or Arts",5
2007,"Aston University, Birmingham","Subjects allied to Medicine",395
2007,"Aston University, Birmingham","Biological Sciences",160
2007,"Aston University, Birmingham","Physical Sciences",5
2007,"Aston University, Birmingham","Mathematical Sciences",55
2007,"Aston University, Birmingham","Engineering",275
2007,"Aston University, Birmingham","Computer Sciences",150
2007,"Aston University, Birmingham","Architecture, Building and Planning",35
2007,"Aston University, Birmingham","Social Studies",85
2007,"Aston University, Birmingham","Business and Admin studies",585
2007,"Aston University, Birmingham","European Languages, Literature and related",45
2007,"Aston University, Birmingham","Combined arts",10
2007,"Aston University, Birmingham","Combined sciences",25
2007,"Aston University, Birmingham","Combined social sciences",140
2007,"Aston University, Birmingham","Sciences combined with Social Sciences or Arts",160
2007,"Aston University, Birmingham","Social Sciences combined with Arts",110
2007,"Bangor University","Subjects allied to Medicine",155
2007,"Bangor University","Biological Sciences",590
2007,"Bangor University","Veterinary Sciences, Agriculture and related",50
2007,"Bangor University","Physical Sciences",130
2007,"Bangor University","Engineering",15
2007,"Bangor University","Computer Sciences",25
2007,"Bangor University","Social Studies",110
2007,"Bangor University","Law",125
2007,"Bangor University","Business and Admin studies",145
2007,"Bangor University","Mass Communication and Documentation",35
2007,"Bangor University","Linguistics, Classics and related",90
2007,"Bangor University","European Languages, Literature and related",50
2007,"Bangor University","History and Philosophical studies",115
2007,"Bangor University","Creative Arts and Design",40
2007,"Bangor University","Education",150
2007,"Bangor University","Combined arts",135
2007,"Bangor University","Combined sciences",25
2007,"Bangor University","Combined social sciences",25
2007,"Bangor University","Sciences combined with Social Sciences or Arts",140
2007,"Bangor University","Social Sciences combined with Arts",25
2007,"Bangor University","General, other combined and unknown",15
2007,"Barking and Dagenham College","Business and Admin studies",5
2007,"Barking and Dagenham College","Creative Arts and Design",35
2007,"Barking and Dagenham College","Sciences combined with Social Sciences or Arts",5
2007,"Barony College","Veterinary Sciences, Agriculture and related",55
2007,"Basingstoke College of Technology","Biological Sciences",10
2007,"Basingstoke College of Technology","Computer Sciences",5
2007,"Basingstoke College of Technology","Business and Admin studies",5
2007,"Basingstoke College of Technology","Creative Arts and Design",10
2007,"University of Bath","Subjects allied to Medicine",175
2007,"University of Bath","Biological Sciences",305
2007,"University of Bath","Veterinary Sciences, Agriculture and related",20
2007,"University of Bath","Physical Sciences",165
2007,"University of Bath","Mathematical Sciences",210
2007,"University of Bath","Engineering",420
2007,"University of Bath","Computer Sciences",120
2007,"University of Bath","Architecture, Building and Planning",95
2007,"University of Bath","Social Studies",350
2007,"University of Bath","Business and Admin studies",235
2007,"University of Bath","European Languages, Literature and related",140
2007,"University of Bath","Creative Arts and Design",25
2007,"University of Bath","Combined sciences",125
2007,"University of Bath","Combined social sciences",20
2007,"University of Bath","Sciences combined with Social Sciences or Arts",105
2007,"University of Bath","Social Sciences combined with Arts",95
2007,"University of Bath","General, other combined and unknown",145
2007,"Bath Spa University","Subjects allied to Medicine",30
2007,"Bath Spa University","Biological Sciences",65
2007,"Bath Spa University","Physical Sciences",75
2007,"Bath Spa University","Technologies",40
2007,"Bath Spa University","Social Studies",15
2007,"Bath Spa University","Business and Admin studies",90
2007,"Bath Spa University","Mass Communication and Documentation",45
2007,"Bath Spa University","Linguistics, Classics and related",85
2007,"Bath Spa University","History and Philosophical studies",105
2007,"Bath Spa University","Creative Arts and Design",645
2007,"Bath Spa University","Education",190
2007,"Bath Spa University","Combined arts",220
2007,"Bath Spa University","Combined sciences",10
2007,"Bath Spa University","Combined social sciences",5
2007,"Bath Spa University","Sciences combined with Social Sciences or Arts",85
2007,"Bath Spa University","Social Sciences combined with Arts",65
2007,"University of Bedfordshire","Subjects allied to Medicine",170
2007,"University of Bedfordshire","Biological Sciences",305
2007,"University of Bedfordshire","Computer Sciences",105
2007,"University of Bedfordshire","Technologies",5
2007,"University of Bedfordshire","Architecture, Building and Planning",15
2007,"University of Bedfordshire","Social Studies",250
2007,"University of Bedfordshire","Law",85
2007,"University of Bedfordshire","Business and Admin studies",260
2007,"University of Bedfordshire","Mass Communication and Documentation",100
2007,"University of Bedfordshire","Linguistics, Classics and related",25
2007,"University of Bedfordshire","Creative Arts and Design",255
2007,"University of Bedfordshire","Education",320
2007,"University of Bedfordshire","Combined arts",30
2007,"University of Bedfordshire","Combined sciences",65
2007,"University of Bedfordshire","Combined social sciences",35
2007,"University of Bedfordshire","Sciences combined with Social Sciences or Arts",120
2007,"University of Bedfordshire","Social Sciences combined with Arts",25
2007,"Bedford College","Engineering",10
2007,"Bedford College","Business and Admin studies",20
2007,"Bedford College","Creative Arts and Design",25
2007,"Bell College","Subjects allied to Medicine",10
2007,"Bell College","Biological Sciences",95
2007,"Bell College","Engineering",55
2007,"Bell College","Computer Sciences",65
2007,"Bell College","Architecture, Building and Planning",50
2007,"Bell College","Social Studies",130
2007,"Bell College","Law",70
2007,"Bell College","Business and Admin studies",95
2007,"Bell College","Mass Communication and Documentation",30
2007,"Bell College","Combined sciences",10
2007,"Bell College","Sciences combined with Social Sciences or Arts",115
2007,"Bell College","Social Sciences combined with Arts",10
2007,"The University of Birmingham","Medicine and Dentistry",520
2007,"The University of Birmingham","Subjects allied to Medicine",290
2007,"The University of Birmingham","Biological Sciences",415
2007,"The University of Birmingham","Physical Sciences",355
2007,"The University of Birmingham","Mathematical Sciences",155
2007,"The University of Birmingham","Engineering",420
2007,"The University of Birmingham","Computer Sciences",75
2007,"The University of Birmingham","Technologies",15
2007,"The University of Birmingham","Social Studies",620
2007,"The University of Birmingham","Law",275
2007,"The University of Birmingham","Business and Admin studies",340
2007,"The University of Birmingham","Mass Communication and Documentation",40
2007,"The University of Birmingham","Linguistics, Classics and related",195
2007,"The University of Birmingham","European Languages, Literature and related",180
2007,"The University of Birmingham","Non-European Languages, Literature and related",50
2007,"The University of Birmingham","History and Philosophical studies",360
2007,"The University of Birmingham","Creative Arts and Design",80
2007,"The University of Birmingham","Combined arts",220
2007,"The University of Birmingham","Combined sciences",300
2007,"The University of Birmingham","Sciences combined with Social Sciences or Arts",190
2007,"The University of Birmingham","Social Sciences combined with Arts",210
2007,"The University of Birmingham","General, other combined and unknown",20
2007,"University College Birmingham","Subjects allied to Medicine",80
2007,"University College Birmingham","Biological Sciences",115
2007,"University College Birmingham","Business and Admin studies",675
2007,"University College Birmingham","Education",100
2007,"University College Birmingham","Sciences combined with Social Sciences or Arts",45
2007,"Bishop Burton College","Biological Sciences",20
2007,"Bishop Burton College","Veterinary Sciences, Agriculture and related",55
2007,"Bishop Burton College","Social Studies",10
2007,"Bishop Burton College","Business and Admin studies",25
2007,"Bishop Burton College","Creative Arts and Design",15
2007,"Bishop Burton College","Combined sciences",20
2007,"Bishop Burton College","Sciences combined with Social Sciences or Arts",35
2007,"Bishop Grosseteste University","Social Studies",5
2007,"Bishop Grosseteste University","Linguistics, Classics and related",20
2007,"Bishop Grosseteste University","History and Philosophical studies",20
2007,"Bishop Grosseteste University","Creative Arts and Design",25
2007,"Bishop Grosseteste University","Education",185
2007,"Bishop Grosseteste University","Combined arts",110
2007,"Bishop Grosseteste University","Sciences combined with Social Sciences or Arts",10
2007,"Bishop Grosseteste University","Social Sciences combined with Arts",50
2007,"Blackpool and The Fylde College","Subjects allied to Medicine",45
2007,"Blackpool and The Fylde College","Biological Sciences",30
2007,"Blackpool and The Fylde College","Veterinary Sciences, Agriculture and related",15
2007,"Blackpool and The Fylde College","Physical Sciences",5
2007,"Blackpool and The Fylde College","Engineering",40
2007,"Blackpool and The Fylde College","Computer Sciences",70
2007,"Blackpool and The Fylde College","Technologies",75
2007,"Blackpool and The Fylde College","Architecture, Building and Planning",15
2007,"Blackpool and The Fylde College","Social Studies",40
2007,"Blackpool and The Fylde College","Law",30
2007,"Blackpool and The Fylde College","Business and Admin studies",75
2007,"Blackpool and The Fylde College","Mass Communication and Documentation",15
2007,"Blackpool and The Fylde College","Linguistics, Classics and related",15
2007,"Blackpool and The Fylde College","Creative Arts and Design",165
2007,"Blackpool and The Fylde College","Education",30
2007,"Blackpool and The Fylde College","Combined sciences",35
2007,"Blackpool and The Fylde College","Sciences combined with Social Sciences or Arts",20
2007,"Blackpool and The Fylde College","Social Sciences combined with Arts",25
2007,"University of Bolton","Biological Sciences",165
2007,"University of Bolton","Engineering",50
2007,"University of Bolton","Computer Sciences",115
2007,"University of Bolton","Technologies",15
2007,"University of Bolton","Architecture, Building and Planning",10
2007,"University of Bolton","Social Studies",10
2007,"University of Bolton","Law",20
2007,"University of Bolton","Business and Admin studies",55
2007,"University of Bolton","Mass Communication and Documentation",5
2007,"University of Bolton","Linguistics, Classics and related",5
2007,"University of Bolton","Creative Arts and Design",145
2007,"University of Bolton","Combined arts",35
2007,"University of Bolton","Combined sciences",35
2007,"University of Bolton","Sciences combined with Social Sciences or Arts",60
2007,"University of Bolton","Social Sciences combined with Arts",5
2007,"Bournemouth University","Subjects allied to Medicine",345
2007,"Bournemouth University","Biological Sciences",145
2007,"Bournemouth University","Veterinary Sciences, Agriculture and related",50
2007,"Bournemouth University","Physical Sciences",190
2007,"Bournemouth University","Engineering",110
2007,"Bournemouth University","Computer Sciences",250
2007,"Bournemouth University","Technologies",45
2007,"Bournemouth University","Architecture, Building and Planning",30
2007,"Bournemouth University","Social Studies",80
2007,"Bournemouth University","Law",140
2007,"Bournemouth University","Business and Admin studies",1160
2007,"Bournemouth University","Mass Communication and Documentation",305
2007,"Bournemouth University","History and Philosophical studies",40
2007,"Bournemouth University","Creative Arts and Design",470
2007,"Bournemouth University","Combined arts",10
2007,"Bournemouth University","Combined sciences",105
2007,"Bournemouth University","Combined social sciences",25
2007,"Bournemouth University","Sciences combined with Social Sciences or Arts",150
2007,"The Arts Institute at Bournemouth","Architecture, Building and Planning",20
2007,"The Arts Institute at Bournemouth","Creative Arts and Design",700
2007,"The Arts Institute at Bournemouth","Social Sciences combined with Arts",40
2007,"The University of Bradford","Subjects allied to Medicine",530
2007,"The University of Bradford","Biological Sciences",190
2007,"The University of Bradford","Physical Sciences",85
2007,"The University of Bradford","Engineering",435
2007,"The University of Bradford","Computer Sciences",265
2007,"The University of Bradford","Social Studies",250
2007,"The University of Bradford","Law",145
2007,"The University of Bradford","Business and Admin studies",315
2007,"The University of Bradford","Mass Communication and Documentation",70
2007,"The University of Bradford","Linguistics, Classics and related",20
2007,"The University of Bradford","History and Philosophical studies",35
2007,"The University of Bradford","Combined arts",10
2007,"The University of Bradford","Combined sciences",85
2007,"The University of Bradford","Combined social sciences",50
2007,"The University of Bradford","Sciences combined with Social Sciences or Arts",180
2007,"The University of Bradford","Social Sciences combined with Arts",15
2007,"The University of Bradford","General, other combined and unknown",115
2007,"Bradford College","Subjects allied to Medicine",25
2007,"Bradford College","Computer Sciences",35
2007,"Bradford College","Architecture, Building and Planning",10
2007,"Bradford College","Social Studies",90
2007,"Bradford College","Law",30
2007,"Bradford College","Business and Admin studies",45
2007,"Bradford College","Creative Arts and Design",165
2007,"Bradford College","Education",120
2007,"Bradford College","Combined arts",35
2007,"Bradford College","Combined social sciences",15
2007,"Bradford College","Sciences combined with Social Sciences or Arts",35
2007,"Bradford College","Social Sciences combined with Arts",5
2007,"Bradford College","General, other combined and unknown",10
2007,"Bridgwater College","Biological Sciences",20
2007,"Bridgwater College","Computer Sciences",25
2007,"Bridgwater College","Education",15
2007,"University of Brighton","Subjects allied to Medicine",420
2007,"University of Brighton","Biological Sciences",175
2007,"University of Brighton","Veterinary Sciences, Agriculture and related",130
2007,"University of Brighton","Physical Sciences",95
2007,"University of Brighton","Mathematical Sciences",30
2007,"University of Brighton","Engineering",215
2007,"University of Brighton","Computer Sciences",260
2007,"University of Brighton","Architecture, Building and Planning",220
2007,"University of Brighton","Social Studies",120
2007,"University of Brighton","Law",95
2007,"University of Brighton","Business and Admin studies",960
2007,"University of Brighton","Mass Communication and Documentation",220
2007,"University of Brighton","Linguistics, Classics and related",110
2007,"University of Brighton","European Languages, Literature and related",10
2007,"University of Brighton","History and Philosophical studies",45
2007,"University of Brighton","Creative Arts and Design",625
2007,"University of Brighton","Education",195
2007,"University of Brighton","Combined arts",115
2007,"University of Brighton","Combined sciences",70
2007,"University of Brighton","Combined social sciences",100
2007,"University of Brighton","Sciences combined with Social Sciences or Arts",335
2007,"University of Brighton","Social Sciences combined with Arts",140
2007,"Brighton and Sussex Medical School","Medicine and Dentistry",150
2007,"Bristol, City of Bristol College","Subjects allied to Medicine",25
2007,"Bristol, City of Bristol College","Engineering",25
2007,"Bristol, City of Bristol College","Computer Sciences",25
2007,"Bristol, City of Bristol College","Social Studies",10
2007,"Bristol, City of Bristol College","Business and Admin studies",30
2007,"Bristol, City of Bristol College","Creative Arts and Design",80
2007,"Bristol, City of Bristol College","Education",55
2007,"Bristol, City of Bristol College","Combined social sciences",5
2007,"Bristol, City of Bristol College","Sciences combined with Social Sciences or Arts",25
2007,"University of Bristol","Medicine and Dentistry",335
2007,"University of Bristol","Subjects allied to Medicine",150
2007,"University of Bristol","Biological Sciences",325
2007,"University of Bristol","Veterinary Sciences, Agriculture and related",130
2007,"University of Bristol","Physical Sciences",495
2007,"University of Bristol","Mathematical Sciences",185
2007,"University of Bristol","Engineering",395
2007,"University of Bristol","Computer Sciences",55
2007,"University of Bristol","Social Studies",315
2007,"University of Bristol","Law",175
2007,"University of Bristol","Business and Admin studies",80
2007,"University of Bristol","Linguistics, Classics and related",160
2007,"University of Bristol","European Languages, Literature and related",215
2007,"University of Bristol","History and Philosophical studies",280
2007,"University of Bristol","Creative Arts and Design",75
2007,"University of Bristol","Combined arts",70
2007,"University of Bristol","Combined sciences",80
2007,"University of Bristol","Combined social sciences",70
2007,"University of Bristol","Sciences combined with Social Sciences or Arts",115
2007,"University of Bristol","Social Sciences combined with Arts",140
2007,"Bristol Filton College","Biological Sciences",10
2007,"Bristol Filton College","Creative Arts and Design",20
2007,"University of the West of England, Bristol (UWE)","Subjects allied to Medicine",480
2007,"University of the West of England, Bristol (UWE)","Biological Sciences",480
2007,"University of the West of England, Bristol (UWE)","Veterinary Sciences, Agriculture and related",180
2007,"University of the West of England, Bristol (UWE)","Physical Sciences",140
2007,"University of the West of England, Bristol (UWE)","Mathematical Sciences",30
2007,"University of the West of England, Bristol (UWE)","Engineering",215
2007,"University of the West of England, Bristol (UWE)","Computer Sciences",315
2007,"University of the West of England, Bristol (UWE)","Technologies",110
2007,"University of the West of England, Bristol (UWE)","Architecture, Building and Planning",410
2007,"University of the West of England, Bristol (UWE)","Social Studies",255
2007,"University of the West of England, Bristol (UWE)","Law",375
2007,"University of the West of England, Bristol (UWE)","Business and Admin studies",800
2007,"University of the West of England, Bristol (UWE)","Mass Communication and Documentation",80
2007,"University of the West of England, Bristol (UWE)","Linguistics, Classics and related",105
2007,"University of the West of England, Bristol (UWE)","European Languages, Literature and related",15
2007,"University of the West of England, Bristol (UWE)","History and Philosophical studies",85
2007,"University of the West of England, Bristol (UWE)","Creative Arts and Design",730
2007,"University of the West of England, Bristol (UWE)","Education",280
2007,"University of the West of England, Bristol (UWE)","Combined arts",185
2007,"University of the West of England, Bristol (UWE)","Combined sciences",170
2007,"University of the West of England, Bristol (UWE)","Combined social sciences",190
2007,"University of the West of England, Bristol (UWE)","Sciences combined with Social Sciences or Arts",365
2007,"University of the West of England, Bristol (UWE)","Social Sciences combined with Arts",320
2007,"University of the West of England, Bristol (UWE)","General, other combined and unknown",40
2007,"British College of Osteopathic Medicine","Subjects allied to Medicine",55
2007,"Brunel University London","Subjects allied to Medicine",220
2007,"Brunel University London","Biological Sciences",415
2007,"Brunel University London","Physical Sciences",15
2007,"Brunel University London","Mathematical Sciences",30
2007,"Brunel University London","Engineering",420
2007,"Brunel University London","Computer Sciences",290
2007,"Brunel University London","Social Studies",270
2007,"Brunel University London","Law",235
2007,"Brunel University London","Business and Admin studies",725
2007,"Brunel University London","Mass Communication and Documentation",40
2007,"Brunel University London","Linguistics, Classics and related",75
2007,"Brunel University London","History and Philosophical studies",25
2007,"Brunel University London","Creative Arts and Design",170
2007,"Brunel University London","Combined arts",105
2007,"Brunel University London","Combined sciences",45
2007,"Brunel University London","Combined social sciences",120
2007,"Brunel University London","Sciences combined with Social Sciences or Arts",430
2007,"Brunel University London","Social Sciences combined with Arts",30
2007,"British School of Osteopathy","Subjects allied to Medicine",105
2007,"Brockenhurst College","Social Studies",5
2007,"The University of Buckingham","Biological Sciences",5
2007,"The University of Buckingham","Social Studies",5
2007,"The University of Buckingham","Law",20
2007,"The University of Buckingham","Business and Admin studies",10
2007,"The University of Buckingham","Linguistics, Classics and related",5
2007,"The University of Buckingham","Combined arts",5
2007,"Buckinghamshire New University","Subjects allied to Medicine",50
2007,"Buckinghamshire New University","Biological Sciences",45
2007,"Buckinghamshire New University","Engineering",35
2007,"Buckinghamshire New University","Computer Sciences",30
2007,"Buckinghamshire New University","Technologies",15
2007,"Buckinghamshire New University","Social Studies",85
2007,"Buckinghamshire New University","Law",40
2007,"Buckinghamshire New University","Business and Admin studies",315
2007,"Buckinghamshire New University","Mass Communication and Documentation",25
2007,"Buckinghamshire New University","Linguistics, Classics and related",5
2007,"Buckinghamshire New University","Creative Arts and Design",275
2007,"Buckinghamshire New University","Education",5
2007,"Buckinghamshire New University","Combined arts",30
2007,"Buckinghamshire New University","Combined social sciences",5
2007,"Buckinghamshire New University","Sciences combined with Social Sciences or Arts",35
2007,"Buckinghamshire New University","Social Sciences combined with Arts",45
2007,"University of Cambridge","Medicine and Dentistry",290
2007,"University of Cambridge","Biological Sciences",5
2007,"University of Cambridge","Veterinary Sciences, Agriculture and related",65
2007,"University of Cambridge","Mathematical Sciences",235
2007,"University of Cambridge","Engineering",325
2007,"University of Cambridge","Computer Sciences",70
2007,"University of Cambridge","Architecture, Building and Planning",50
2007,"University of Cambridge","Social Studies",390
2007,"University of Cambridge","Law",210
2007,"University of Cambridge","Linguistics, Classics and related",370
2007,"University of Cambridge","European Languages, Literature and related",5
2007,"University of Cambridge","Non-European Languages, Literature and related",195
2007,"University of Cambridge","History and Philosophical studies",345
2007,"University of Cambridge","Creative Arts and Design",100
2007,"University of Cambridge","Sciences combined with Social Sciences or Arts",55
2007,"University of Cambridge","Social Sciences combined with Arts",55
2007,"University of Cambridge","General, other combined and unknown",610
2007,"Canterbury Christ Church University","Subjects allied to Medicine",310
2007,"Canterbury Christ Church University","Biological Sciences",200
2007,"Canterbury Christ Church University","Veterinary Sciences, Agriculture and related",10
2007,"Canterbury Christ Church University","Physical Sciences",25
2007,"Canterbury Christ Church University","Computer Sciences",85
2007,"Canterbury Christ Church University","Social Studies",195
2007,"Canterbury Christ Church University","Law",20
2007,"Canterbury Christ Church University","Business and Admin studies",255
2007,"Canterbury Christ Church University","Mass Communication and Documentation",45
2007,"Canterbury Christ Church University","Linguistics, Classics and related",40
2007,"Canterbury Christ Church University","Non-European Languages, Literature and related",10
2007,"Canterbury Christ Church University","History and Philosophical studies",110
2007,"Canterbury Christ Church University","Creative Arts and Design",150
2007,"Canterbury Christ Church University","Education",355
2007,"Canterbury Christ Church University","Combined arts",130
2007,"Canterbury Christ Church University","Combined sciences",25
2007,"Canterbury Christ Church University","Combined social sciences",15
2007,"Canterbury Christ Church University","Sciences combined with Social Sciences or Arts",190
2007,"Canterbury Christ Church University","Social Sciences combined with Arts",85
2007,"Canterbury Christ Church University","General, other combined and unknown",5
2007,"Capel Manor College","Sciences combined with Social Sciences or Arts",10
2007,"Cardiff University","Medicine and Dentistry",380
2007,"Cardiff University","Subjects allied to Medicine",765
2007,"Cardiff University","Biological Sciences",430
2007,"Cardiff University","Physical Sciences",400
2007,"Cardiff University","Mathematical Sciences",110
2007,"Cardiff University","Engineering",325
2007,"Cardiff University","Computer Sciences",140
2007,"Cardiff University","Architecture, Building and Planning",135
2007,"Cardiff University","Social Studies",335
2007,"Cardiff University","Law",320
2007,"Cardiff University","Business and Admin studies",465
2007,"Cardiff University","Mass Communication and Documentation",135
2007,"Cardiff University","Linguistics, Classics and related",250
2007,"Cardiff University","European Languages, Literature and related",105
2007,"Cardiff University","History and Philosophical studies",270
2007,"Cardiff University","Creative Arts and Design",65
2007,"Cardiff University","Education",25
2007,"Cardiff University","Combined arts",130
2007,"Cardiff University","Combined sciences",95
2007,"Cardiff University","Combined social sciences",145
2007,"Cardiff University","Sciences combined with Social Sciences or Arts",85
2007,"Cardiff University","Social Sciences combined with Arts",180
2007,"Cardiff University","General, other combined and unknown",10
2007,"Cardiff Metropolitan University","Subjects allied to Medicine",270
2007,"Cardiff Metropolitan University","Biological Sciences",500
2007,"Cardiff Metropolitan University","Veterinary Sciences, Agriculture and related",15
2007,"Cardiff Metropolitan University","Engineering",45
2007,"Cardiff Metropolitan University","Computer Sciences",45
2007,"Cardiff Metropolitan University","Technologies",30
2007,"Cardiff Metropolitan University","Architecture, Building and Planning",30
2007,"Cardiff Metropolitan University","Social Studies",180
2007,"Cardiff Metropolitan University","Business and Admin studies",395
2007,"Cardiff Metropolitan University","Linguistics, Classics and related",35
2007,"Cardiff Metropolitan University","Creative Arts and Design",435
2007,"Cardiff Metropolitan University","Education",215
2007,"Cardiff Metropolitan University","Combined arts",70
2007,"Cardiff Metropolitan University","Combined sciences",80
2007,"Cardiff Metropolitan University","Combined social sciences",10
2007,"Cardiff Metropolitan University","Sciences combined with Social Sciences or Arts",155
2007,"Cardiff Metropolitan University","Social Sciences combined with Arts",25
2007,"Castle College Nottingham","Engineering",5
2007,"Coleg Sir Gar / Carmarthenshire College","Biological Sciences",5
2007,"Coleg Sir Gar / Carmarthenshire College","Engineering",5
2007,"Coleg Sir Gar / Carmarthenshire College","Computer Sciences",10
2007,"Coleg Sir Gar / Carmarthenshire College","Business and Admin studies",5
2007,"Coleg Sir Gar / Carmarthenshire College","Creative Arts and Design",70
2007,"Coleg Sir Gar / Carmarthenshire College","Sciences combined with Social Sciences or Arts",5
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Subjects allied to Medicine",430
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Engineering",95
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Computer Sciences",140
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Technologies",120
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Architecture, Building and Planning",200
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Social Studies",180
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Law",305
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Business and Admin studies",320
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Mass Communication and Documentation",150
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Linguistics, Classics and related",80
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Creative Arts and Design",670
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Education",330
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Combined arts",75
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Combined sciences",25
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Combined social sciences",115
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Sciences combined with Social Sciences or Arts",260
2007,"Birmingham City University (formerly University of Central England in Birmingham)","Social Sciences combined with Arts",5
2007,"Birmingham City University (formerly University of Central England in Birmingham)","General, other combined and unknown",35
2007,"University of Central Lancashire (UCLan)","Subjects allied to Medicine",320
2007,"University of Central Lancashire (UCLan)","Biological Sciences",320
